Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_15/b7876df1_54d1_4dba_85b3_a3dd01036a0a/preview_01379369_001.jpg,basket (object name),"No: Optional[As1992,10.55]",,,,"Rice basket (tharu) made from straw with seeds and shells hanging from rim at intervals.; ",,,,,,,,20thC,Made in: Nepal (south),Found/Acquired: Nepal,straw; shell; seed; fibre,,,,"26.00 centimetres;  12.30 centimetres;  282.00 grammes; ",,"Acquisition notes: 'Tharu rice straw baskets, with decorative seeds and shells. From Terai, southern Nepal.'",,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.55",Miscellaneous number: 26 (26),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_15/a84d60d2_fd18_4e0d_8b93_a3dd0101aa9b/preview_01378697_001.jpg,basket (object name),"No: Optional[As1992,10.49]",,,,"Basket made from wheat straw.; ",,,,,,,,20thC,Made in: Nepal;  Made in: Pokhara,Found/Acquired: Nepal,straw,,,,"27.00 centimetres;  4.80 centimetres;  193.00 grammes; ",,"Acquisition notes: 'Wheat straw [basket], dhaki [...] Pokhara district. Made by Buddha Laxmi.'",,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.49",Miscellaneous number: 25 (25),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/87befb8b_6e31_45d7_a48e_a3bb0005cbb9/preview_00278607_001.jpg,basket (object name),"No: Optional[As1993,01.5]",,,,"Basket (dhakee); coiled from fibre; round flat bottom, sides gently sloping out to rim; sides decorated with red and green diamond pattern; stripe of red and stripe of green around rim.; ",,,,,Tharu,,,1980s,Made in: Nepal,Found/Acquired: Nepal,fibre,,,coiled (basketry),"34.60 centimetres;  10.80 centimetres;  291.00 grammes; ",,"Used for storing and carrying gifts and offerings. See Dunsmore, Susi. Nepalese Textiles. London: British Museum Press, 1993 p. 180.",,Not on display,,,,,,,,Donated by: Mrs Susi Dunsmore,,,Donated by: Mrs Susi Dunsmore,1993,,,Asia,,"As1993,01.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_18/640cf762_a177_4f4d_bfc1_a3b801316411/preview_00322604_001.jpg,basket (object name),"No: Optional[As1993,01.16]",,,,"Storage-basket; diagonally interlaced of fibre; square bottom, vertical sides, round at top; smoky, probably from being stored near fireplace.; ",,,,,,,,1982-1984,Made in: Nepal,,fibre,,,interlaced,"24.00 centimetres;  16.50 centimetres;  141.00 grammes; ",,,,Not on display,,,,,,,,Donated by: Mrs Susi Dunsmore,,,Donated by: Mrs Susi Dunsmore,1993,,,Asia,,"As1993,01.16",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_0/3c28cc92_8ea9_47c9_bbd7_a3bb0005718b/preview_00278573_001.jpg,basket (object name),"No: Optional[As1993,01.15.a-b]",,,,"Storage-basket (with lid); diagonally interlaced of fibre; a) base square bottom, vertical sides; b) lid square top, vertical sides.; ",,,,,,,,1982-1984,Made in: Nepal,,fibre,,,plaited (basketry); interlaced,"16.20 centimetres basket a ;  6.30 centimetres lid b ;  56.00 grammes basket a ;  29.00 grammes lid b ;  15.00 centimetres basket a ;  15.00 centimetres lid b ;  14.60 centimetres basket a ;  14.50 centimetres lib b ; ",,,,Not on display,,,,,,,,Donated by: Mrs Susi Dunsmore,,,Donated by: Mrs Susi Dunsmore,1993,,,Asia,,"As1993,01.15.a-b",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/9_7/7a9ab0a8_1bb0_4875_9617_a3bf007e8887/preview_00487540_001.jpg,battle-axe (object name),"No: Optional[1947,1112.16]",,,,"Battle-axe. Steel head worked in relief with Boars' heads. Curved spike at back. Wooden handle.; ",,,,,,,Islamic,,Made in: Nepal,Found/Acquired: Nepal,steel; wood,,,,"91.40 centimetres; ",,,,Not on display,,,arms/armour,,,,,Donated by: Mrs A Crooke,,,Donated by: Mrs A Crooke,1947,From the collection of Mrs Crooke's late husband William Crooke CIE.,,Asia,,"1947,1112.16",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_18/8f1ad0fc_dcf2_4392_ad2c_a3dc012c6d2d/preview_01309250_001.jpg,bead (object name),"No: Optional[As1970,19.3.a-e]",,,,"Group of five spherical stone beads, on length of brass wire.; ",,,,,,,,,,Found/Acquired: Tibet (?);  Found/Acquired: Nepal (?),stone; brass,,,,"2.60 centimetres;  13.50 centimetres;  80.00 grammes; ",,"Register 1970:
Nepal or Tibet.",,Not on display,,,,,,,,Purchased from: Mrs G Bax,,,Purchased from: Mrs G Bax,1970,,,Asia,,"As1970,19.3.a-e",,,
"",bead (object name),"No: Optional[1894,0310.49]",,,,"String of 126 beads of red composition; 10 counters of glass imitating turquoise, and one decorative flower shaped turquoise bead.; ",,,,,,,,,,Found/Acquired: Tibet (?);  Found/Acquired: Nepal (?),glass,,,,"79.00 centimetres total length necklace + 7 cm extra end with turquoise bead + 12 cm thread end ; ",,,,Not on display,,,,,,,,Donated by: Sir Augustus Wollaston Franks,,,Donated by: Sir Augustus Wollaston Franks,1894,,,Asia,,"1894,0310.49",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_15/63e690df_2535_4918_87a0_a3dd0101a3dc/preview_01378692_001.jpg,beater (object name),"No: Optional[As1992,10.7]",,,,"Wooden beater (for weaving) with metal edge.; ",,,,,,,,20thC,Made in: Nepal (north),Found/Acquired: Nepal,wood; metal,,,,"26.00 centimetres;  7.00 centimetres;  1.00 centimetres; ",,"Acquisition notes: 'Wooden beater with metal edge [...] bought from a Tibetan tablet weaver, who lives in Kathmandu.'",,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.7",Miscellaneous number: 3a (3a),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_14/9ef12f08_381d_44d0_b6f4_a3de00f14e73/preview_01436346_001.jpg,beer-container (object name),"No: Optional[As1981,26.97]",,,,"Container (for beer) made of silver, wood.; ",,,,,Nepali,,,,Made in: Nepal,Found/Acquired: Sudi,silver; wood,,,,"7.00 centimetres;  15.00 centimetres;  151.00 grammes; ",,,,Not on display,,,,,,,,Purchased from: Ken Teague,,,Purchased from: Ken Teague,1981,,,Asia,,"As1981,26.97",,,
"",harness-fitting (object name); bell (object name); coin (object name),No: Optional[1880.2459],,,,"Fitting (harness. with bells). Chinese coins on it. Made of metal decorated leather, brass, textile.; ",,,,,,,,,,Found/Acquired: Tibet;  Found/Acquired: Nepal,leather; brass; metal; textile,,,,"183.00 centimetres; ",,,,Not on display,,,,,Associated with: China,,,,,,,,,,Asia,,1880.2459,,,
https://media.britishmuseum.org/media/Repository/Documents/2025_10/31_16/c1c04511_ffca_4415_b8ce_b387010faa1b/preview_W_396___1_.jpg,bell (object name),No: Optional[W.396],,,,"Bell, cast in a copper alloy, with a long barley-twist stem surmounted Hanumān and Garuḍa.; ",,,,,,,,19thC,Made in: Nepal,,copper alloy,,,cast,"8.60 centimetres;  25.30 centimetres; ",,,,Not on display,,,deity,Representation of: Hanumān;  Representation of: Garuḍa,,,,,,Field Collection by: Dr George Witt,,,,,Asia,,W.396,,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_18/c16cfb7a_7330_469e_be59_a3ba01314b71/preview_00250258_001.jpg,ghanta (object name); bell (object name),"No: Optional[1948,0716.11.a]",,,,"A bronze Ghanta or handbell curved with a female head in the middle, paired with a vajra (1948,0716.11.b), stored with this object in a red leather covered container.; ",,,,,,,,19thC (?),Made in: Tibet,Found/Acquired: Tibet,brass; bell metal; gold,,,cast; gilded,"26.00 centimetres;  10.50 centimetres; ",,"Zwalf 1985
The ‘vajra’ and ‘ghaṇṭā’ were the most important ritual implements of Vajrayāna Buddhism. The ‘vajra’, symbolising the unbreakable Absolute, hardly survives as a ritual object from Buddhist India but is found in Indonesia, Nepal, Tibet and Japan. Paired with the bell, it symbolised compassion or the 'male' skill in means for salvation; the bell was the symbol of supreme knowledge seen as female. Together they constituted a unity of coefficients for salvation. Held in the right and left hands respectively to make elaborate ritual movements, they are also the attributes of many deities.","Zwalf 1981 / Heritage of Tibet; Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy; Zwalf 1985 / Buddhism: Art and Faith; Willis 1999 / Tibet: Life, Myth and Art",Not on display,"Exhibited:
Sep 2020 - Jan 2021, BM, Room 35, ""Tantra: enlightenment to revolution""
Buddhism: Art and Faith (BM 1985)",,religious object,,,,,Bequeathed by: Harry Geoffrey Beasley,,Field Collection by: Cranmore Ethnographical Museum,Bequeathed by: Harry Geoffrey Beasley,1948,,,Asia,,"1948,0716.11.a",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_14/11968a88_6bb4_4771_878e_a3dd00ec3392/preview_01372434_001.jpg,signet-ring (object name); bezel (object name),No: Optional[1880.3790.o],,,,"Cast, copper alloy signet-ring with a flat, oval bezel, joined at the shoulders to the rounded ends of the (broken) shank. WIthin a dotted border is the engraved motif of a 'vase of plenty' (purnaghata) with four incised lines above indicating foliage. The simplified oblique lines on either side of the vase derive from the depiction of tendrils signifying growth and fruitfulness, but here seem to represent diadem ribbons.; ",,,,,,,,1stC-5thC (circa),Made in: Afghanistan,Found/Acquired: Begram,copper alloy,,,cast; incised,"15.60 millimetres bezel ;  22.90 millimetres;  11.30 millimetres bezel ;  4.60 millimetres shank ; ",,"For documentation of IM.Metal.141 see 1880.3702.a. For other examples of the purnagatha motif, see 1880.3790.p–q, IOLC.7565, IOLC.7772 and seal 1880.3626.
C. Fabrègues: The purnaghata or purnakalasa (vase of plenty) is a common motif in Hindu, Jain and Buddhist art. It is one of the eight Indian astamangala (auspicious signs) symbolising abundance, like the cornucopia in Greek and Roman art. Its use is attested from about the 1st century BC onwards. It occurs on the reverse of 7th-century Nepalese coins with Kuvera, god of wealth, on the obverse (Rhodes, Gabrisch and Valdettaro 1989 p.45–7, pls.8–9), and survives in the form of the Tibetan bumpa (urn of wisdom) and in Hindu kumbha rituals. It is particularly prevalent in early Buddhist art, occurring on 1st-century BC–1st-century AD reliefs from Bharhut, Sanchi, Mathura and Amaravati; on 2nd-century reliefs from Nagarjunakonda and Anuradhapura; and on 1st–2nd-century Gandharan reliefs from Swat and the Peshawar Valley (Sivaramamurti 1974, fig.244; Marshall and Foucher 1947; Vogel 1930, pl.VII.15; Barrett 1954, pl.IX.29; Longhurst 1938, pl.31.c; Boisselier 1978, p.110, fig.24; Faccenna and Taddei 1964, vol.II.3, pl.DCXIV.a, WS.27; Tissot 1975, pl.XVI.8).
E. Errington: An identical bulbous vase with a long, narrow neck and lines emerging above a broad rim occurs on 6th-century Alchon Hun copper alloy coins found at Kashmir Smast in the Peshawar Valley (Nasim Khan, Errington and Cribb 2008, pp.89, 169, no.491). On the coins the flanking tendrils have also become ribbons, but are more realistically depicted. Earlier coins in the series and Alchon silver coins bearing the title ξαβοχο show a trident or three flowers instead of the ‘foliage’ lines (Nasim Khan, Errington and Cribb 2008, pp.89, 168, nos.489–90; Göbl 1967, pl.28.101).
Bibliography:
Barrett, D. (1954) Sculptures from Amaravati in the British Museum, London.
Boisselier, J. (1978) ‘Asie du Sud-est. Sri Lanka’, La Grammaire des formes et des styles. Asie, Fribourg, pp.99–130.
Faccenna, D. and Taddei, M. (1962–4) Sculptures from the Sacred Area of Butkara I (Swat, W. Pakistan), 2 vols., Ismeo Reports and Memoirs II.2-3, Rome.
Göbl, R. (1967), Dokumente zur Geschichte der Iranischen Hunnen in Baktrien und Indien, 4 vols., Wiesbaden.
Longhurst, A. (1938) ‘The Buddhist Antiquities of Nâgârjunakonda’, Memoirs of the Archaeological Survey of India 54, Delhi.
Marshall, J. and Foucher, A. (1947) The Monuments of Sanchi, Calcutta.
Marshall, J. (1951) Taxila, 3 vols., Cambridge.
Nasim Khan, M., Errington, E. and Cribb, J. (2008) Coins from Kashmir Smast. New Numismatic Evidence, Peshawar.
Rhodes, N.G, Gabrisch, K. and Valdettaro, C. (1989) The Coinage of Nepal from the Earliest Times until 1911, London.
Sivaramamurti, C. (1974) L'art en Inde, Paris.
Tissot, F. (1985) Gandhâra, Paris.
Vogel, J.P. (1930) ‘La sculpture de Mathurâ’, Ars Asiatica XV, Paris–Brussels.","Errington 2021 / Charles Masson: Collections from Begram and Kabul Bazaar, Afghanistan 1833-1838",Not on display,,,vessel,,,,,Transferred from: India Museum,,"Field Collection by: Charles Masson (Collected from the site of Begram, 1834-8 (MSS Eur. E161/VII, ff.31-3).)",Transferred from: India Museum,1880,"Collected from the site of Begram, 1834-8 (MSS Eur. E161/VII, ff.31-3).",,Asia,,1880.3790.o,Miscellaneous number: IM.Metal.141 (IM.Metal.141),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/07c7870e_ea41_4f58_9ff0_a3b8014181b0/preview_00326611_001.jpg,blanket (object name),"No: Optional[As1992,10.71]",,,,"Blanket, 'rari' woven wool, embroidered.; ",,,,,,,,20thC,Made in: Nepal,Found/Acquired: Nepal,wool,,,woven; embroidered,"190.00 centimetres;  100.00 centimetres; ",,,,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.71",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/fe2d7973_4846_4784_9224_a3b801415fb0/preview_00326509_001.jpg,cloth (object name); blanket (object name),"No: Optional[As1992,10.3]",,,,"Looped strip of blanket.; ",,,,,,,,20thC,Made in: Nepal,Found/Acquired: Nepal,wool,,,,"162.00 centimetres;  37.00 centimetres; ",,,,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.3",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/81100b45_e25c_4c49_98ff_a3b801417992/preview_00326521_001.jpg,cloth (object name); blanket (object name),"No: Optional[As1992,10.2]",,,,"Strip for woollen blanket, striped cloth on metal rod.; ",,,,,,,,20thC,Made in: Nepal,Found/Acquired: Nepal,wool; cotton; metal,,,,"137.00 centimetres;  36.00 centimetres; ",,,,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/e7ea3890_46dd_4839_9d2c_a3b801416580/preview_00326601_001.jpg,blanket (object name),"No: Optional[As1992,10.72]",,,,"Double rari, 2 woven wool blankets felted together back to back; ",,,,,,,,20thC,Made in: Nepal,Found/Acquired: Nepal,wool,,,felted,"185.00 centimetres;  115.00 centimetres; ",,,,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.72",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/62cb51c5_7b14_4be7_955c_a3b8013977f4/preview_00324672_001.jpg,blouse (object name),"No: Optional[As1998,07.1]",,,,"A woman's blouse, a 'chaubandicholo'.; ",,,,,,,,,Made in: Nepal,Found/Acquired: Nepal,cotton,,,,"51.00 centimetres;  147.00 centimetres across arms ; ",,"Donations Book: 'Pair of Chaubandi Cholo garments from Nepal.  previouslowned by Dumber Kuman, daugther of the owners great grandfather.  Material for one acquired by donor in Katmandu in 1933.'",,Not on display,,,,,,,,Donated by: Mrs Mayura Brown,,,Donated by: Mrs Mayura Brown,1998,,,Asia,,"As1998,07.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/411bbcf1_c6fd_40c3_8207_a3b8013970c9/preview_00324667_001.jpg,blouse (object name),"No: Optional[As1998,07.2]",,,,"A woman's blouse, a 'chaubandicholo'.; ",,,,,,,,,Lustred in: Nepal,Found/Acquired: Nepal,cotton,,,,"51.00 centimetres;  147.00 centimetres across arms ; ",,,,Not on display,,,,,,,,Donated by: Mrs Mayura Brown,,,Donated by: Mrs Mayura Brown,1998,,,Asia,,"As1998,07.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/2_19/4fbd059f_c193_42f1_a0e7_a3b8013a1abf/preview_00324869_001.jpg,blouse (object name),"No: Optional[As1992,10.18]",,,,"A woman's blouse made of pink silk.; ",,,,,,,,20thC,Made in: Nepal,Found/Acquired: Nepal,silk,,,,"49.00 centimetres including collar ;  194.00 centimetres across arms ;  52.00 centimetres body width ; ",,,,Not on display,,,,,,,,Purchased from: Mrs Susi Dunsmore,,,Purchased from: Mrs Susi Dunsmore,1992,Commissioned collection.,,Asia,,"As1992,10.18",,,
https://media.britishmuseum.org/media/Repository/Documents/2020_2/4_13/3fae1f81_f559_4c60_b62d_ab5700d7ed39/preview_PS260927.jpg,book-cover (object name),"No: Optional[1977,0124.1.a-b]",,,,"Cover (book). Made of painted wood.; ",,,,,,,,1151-1200,,Found/Acquired: Nepal,wood,,,painted,"6.20 centimetres Each cover ;  42.00 centimetres;  1.20 centimetres; ",,,,Not on display,"2010/11 14 Oct- 3 Apr, London BM, Images and Sacred Texts: Buddhism across Asia",,,,,,,,,,,1977,,,Asia,,"1977,0124.1.a-b",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_19/c86cbf34_0013_4bfe_944d_a3bb013f3cd0/preview_00367557_001.jpg,book-cover (object name),"No: Optional[1965,0614.2]",,,,"Book-cover. A pair of painted book-covers, with the incarnations of Viṣṇu.; ",,,,,,,,13thC,,Found/Acquired: Nepal,,,,painted,"4.80 centimetres;  56.20 centimetres; ",,,,Not on display,,,buddha,Representation of: Viṣṇu,,,,Purchased from: Sqdn-Ldr L I Morgan,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Sqdn-Ldr L I Morgan,1965,,,Asia,,"1965,0614.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_4/18_10/2cc6fbb7_4876_47ff_a6f9_aa3300a8b87c/preview_RRI11523_inner.jpg,book-cover (object name),"No: Optional[1973,0514.1]",,,,"A rectangular wooden book cover painted on the inside face with a central figure of Prajñāparamitā flanked on each side by three rows of Bodhisattvas and monks; the outer face is carved with Buddhas.; ",,South Asian,,,,,,13thC,Made in: Tibet,Found/Acquired: Tibet,wood,,,carved; painted,"27.00 centimetres;  71.90 centimetres;  3.50 centimetres; ",,"Probably the cover for a Prajnaparamita (Perfection of Wisdom) text.; Zwalf 1985
The wonderfully preserved painted face of this bookcover is its inner side; the outer, slightly convex, is carved with Buddhas. The style of painting derives from Nepal and eastern India, but the cover is Tibetan. The limited size of the oblong Indian and Nepalese palm-leaf pages was increased by the Tibetan use of paper, and wooden covers were correspondingly enlarged. The central deity is Prajñāpāramitā, or the Perfection of Wisdom, representing a central conception of Mahāyāna Buddhism, and the cover may have belonged to a Perfection of Wisdom text. The figures beside the goddess are Bodhisattvas and monks; the latter include what look like portraits of living or recent teachers whom it may be possible to recognise from other sources.",Zwalf 1981 / Heritage of Tibet; Zwalf 1985 / Buddhism: Art and Faith,Not on display,"2015-2016 19 Nov-28 Feb, London, Wellcome Collection, Tibet's Secret Temple: Body, Mind and Meditation in Tantric Buddhism","Significant traces of red colour on wrapping tissue after Bonn loan, indicating loss of pigment during transportation. Object should not, therefore, travel in future. MW to Keeper 10/1996",bodhisattva; buddha; monk/nun,Representation of: Prajñāparamitā;  Representation of: Buddha,,,,Purchased from: Spink & Son Ltd,Funded by: Brooke Sewell Permanent Fund,,Purchased from: Spink & Son Ltd,1973,,,Asia,,"1973,0514.1",,,
